"account_id","month","balance","days_past_due"
"ACC-0000691",2025-05-01,18780.19,0
"ACC-0000691",2025-06-01,16935.69,0
"ACC-0000691",2025-07-01,15007.61,0
"ACC-0000691",2025-08-01,13511.11,0
"ACC-0000691",2025-09-01,11747.84,0
"ACC-0000691",2025-10-01,10410.16,0
"ACC-0000691",2025-11-01,8868.15,0
"ACC-0000691",2025-12-01,7582.83,0
"ACC-0000694",2025-01-01,10694.79,0
"ACC-0000694",2025-02-01,9971.87,0
"ACC-0000694",2025-03-01,9428.53,0
"ACC-0000694",2025-04-01,8852.04,0
"ACC-0000694",2025-05-01,8355.57,0
"ACC-0000694",2025-06-01,7572.11,0
"ACC-0000694",2025-07-01,6846.62,0
"ACC-0000694",2025-08-01,6134.06,0
"ACC-0000694",2025-09-01,5624.71,0
"ACC-0000694",2025-10-01,4978.41,0
"ACC-0000694",2025-11-01,4308.73,0
"ACC-0000694",2025-12-01,3810.57,0
"ACC-0000696",2025-01-01,11829.75,0
"ACC-0000696",2025-02-01,11388.58,0
"ACC-0000696",2025-03-01,10754.21,0
"ACC-0000696",2025-04-01,10112.83,0
"ACC-0000696",2025-05-01,9373.16,0
"ACC-0000696",2025-06-01,8852.97,0
"ACC-0000696",2025-07-01,8246.35,0
"ACC-0000696",2025-08-01,7715.79,0
"ACC-0000696",2025-09-01,6994.55,0
"ACC-0000696",2025-10-01,6349.21,0
"ACC-0000696",2025-11-01,5579.25,0
"ACC-0000696",2025-12-01,5023.83,0
"ACC-0000698",2025-01-01,7603.72,0
"ACC-0000698",2025-02-01,7195.67,0
"ACC-0000698",2025-03-01,6745.52,0
"ACC-0000698",2025-04-01,6311.66,0
"ACC-0000698",2025-05-01,5901.24,0
"ACC-0000698",2025-06-01,5439.61,0
"ACC-0000698",2025-07-01,4972.19,0
"ACC-0000698",2025-08-01,4629.29,0
"ACC-0000698",2025-09-01,4245.44,0
"ACC-0000698",2025-10-01,3784.53,0
"ACC-0000698",2025-11-01,3284.39,0
"ACC-0000698",2025-12-01,2970.83,0
"ACC-0000701",2025-01-01,22710,0
"ACC-0000701",2025-02-01,21236.3,0
"ACC-0000701",2025-03-01,19827.61,0
"ACC-0000701",2025-04-01,18531.96,0
"ACC-0000701",2025-05-01,17330.34,0
"ACC-0000701",2025-06-01,16307.66,0
"ACC-0000701",2025-07-01,14854.91,0
"ACC-0000701",2025-08-01,13872.23,0
"ACC-0000701",2025-09-01,12130.68,0
"ACC-0000701",2025-10-01,10860.24,0
"ACC-0000701",2025-11-01,9153.17,0
"ACC-0000701",2025-12-01,7489.65,0
"ACC-0000704",2025-01-01,14234.02,0
"ACC-0000704",2025-02-01,13627.33,0
"ACC-0000704",2025-03-01,12692.06,0
"ACC-0000704",2025-04-01,11873.31,0
"ACC-0000704",2025-05-01,10880.6,0
"ACC-0000704",2025-06-01,10076.66,0
"ACC-0000704",2025-07-01,9464,0
"ACC-0000704",2025-08-01,8623.48,0
"ACC-0000704",2025-09-01,7528.29,0
"ACC-0000704",2025-10-01,6659.43,0
"ACC-0000704",2025-11-01,5806.96,0
"ACC-0000704",2025-12-01,5132.78,0
"ACC-0000705",2025-01-01,8098.06,0
"ACC-0000705",2025-02-01,7686.72,0
"ACC-0000705",2025-03-01,7114.24,0
"ACC-0000705",2025-04-01,6469.59,0
"ACC-0000705",2025-05-01,5977.29,0
"ACC-0000705",2025-06-01,5417.88,0
"ACC-0000705",2025-07-01,4866.67,0
"ACC-0000705",2025-08-01,4480.34,0
"ACC-0000705",2025-09-01,3944.72,0
"ACC-0000705",2025-10-01,3396.81,0
"ACC-0000705",2025-11-01,2967.48,0
"ACC-0000705",2025-12-01,2538.62,0
"ACC-0000707",2025-01-01,4661.96,0
"ACC-0000707",2025-02-01,4253.76,0
"ACC-0000707",2025-03-01,3911.04,0
"ACC-0000707",2025-04-01,3630.64,0
"ACC-0000707",2025-05-01,3214.11,0
"ACC-0000707",2025-06-01,2812.97,0
"ACC-0000707",2025-07-01,2362.6,0
"ACC-0000707",2025-08-01,1930.62,0
"ACC-0000707",2025-09-01,1665.24,0
"ACC-0000707",2025-10-01,1350.41,0
"ACC-0000707",2025-11-01,938.42,0
"ACC-0000707",2025-12-01,490.65,0
"ACC-0000708",2025-01-01,9446.92,0
"ACC-0000708",2025-02-01,8769.88,0
"ACC-0000708",2025-03-01,8082.46,0
"ACC-0000708",2025-04-01,7285.86,0
"ACC-0000708",2025-05-01,6674.56,0
"ACC-0000708",2025-06-01,5852.89,0
"ACC-0000708",2025-07-01,5197.72,0
"ACC-0000708",2025-08-01,4445.96,0
"ACC-0000708",2025-09-01,3707.64,0
"ACC-0000708",2025-10-01,3079.91,0
"ACC-0000708",2025-11-01,2254.11,0
"ACC-0000708",2025-12-01,1670.17,0
"ACC-0000711",2025-01-01,41219.69,0
"ACC-0000711",2025-02-01,39052.77,29
"ACC-0000711",2025-03-01,37055.69,10
"ACC-0000711",2025-04-01,34149.98,0
"ACC-0000711",2025-05-01,31289.11,43
"ACC-0000711",2025-06-01,29064.88,85
"ACC-0000711",2025-07-01,26940.2,120
"ACC-0000711",2025-08-01,25064.86,157
"ACC-0000711",2025-09-01,23310.64,175
"ACC-0000711",2025-10-01,21259.99,168
"ACC-0000711",2025-11-01,18448.19,160
"ACC-0000711",2025-12-01,16116.92,135
"ACC-0000712",2025-01-01,18905.33,0
"ACC-0000712",2025-02-01,18065.33,0
"ACC-0000712",2025-03-01,16879.54,0
"ACC-0000712",2025-04-01,15932.58,0
"ACC-0000712",2025-05-01,14714.59,0
"ACC-0000712",2025-06-01,13764.03,0
"ACC-0000712",2025-07-01,12551.2,0
"ACC-0000712",2025-08-01,11351.96,0
"ACC-0000712",2025-09-01,10024.81,0
"ACC-0000712",2025-10-01,8694.91,0
"ACC-0000712",2025-11-01,7456.78,0
"ACC-0000712",2025-12-01,6414.78,0
"ACC-0000713",2025-01-01,33777.65,0
"ACC-0000713",2025-02-01,31646.38,0
"ACC-0000713",2025-03-01,29375.75,0
"ACC-0000713",2025-04-01,27311.39,0
"ACC-0000713",2025-05-01,25596.24,0
"ACC-0000713",2025-06-01,23819.81,0
"ACC-0000713",2025-07-01,22385.41,0
"ACC-0000713",2025-08-01,20510.01,0
"ACC-0000713",2025-09-01,19203.88,0
"ACC-0000713",2025-10-01,17425.16,0
"ACC-0000713",2025-11-01,15208.33,0
"ACC-0000713",2025-12-01,13649.05,0
"ACC-0000714",2025-01-01,55401.96,0
"ACC-0000714",2025-02-01,52390.69,0
"ACC-0000714",2025-03-01,47522.63,26
"ACC-0000714",2025-04-01,43491.32,2
"ACC-0000714",2025-05-01,38585.28,0
"ACC-0000714",2025-06-01,34757.62,39
"ACC-0000714",2025-07-01,30464.19,11
"ACC-0000714",2025-08-01,26499.72,48
"ACC-0000714",2025-09-01,23516.77,71
"ACC-0000714",2025-10-01,20407.11,115
"ACC-0000714",2025-11-01,16805.15,159
"ACC-0000714",2025-12-01,12098.33,180
"ACC-0000715",2025-01-01,19451.31,0
"ACC-0000715",2025-02-01,18567.62,0
"ACC-0000715",2025-03-01,17150.03,0
"ACC-0000715",2025-04-01,15788.9,0
"ACC-0000715",2025-05-01,14997.16,0
"ACC-0000715",2025-06-01,13821.87,0
"ACC-0000715",2025-07-01,12940.01,0
"ACC-0000715",2025-08-01,12087.09,0
"ACC-0000715",2025-09-01,10716.04,0
"ACC-0000715",2025-10-01,9755.52,0
"ACC-0000715",2025-11-01,8894.23,0
"ACC-0000715",2025-12-01,7917.68,0
"ACC-0000717",2025-01-01,12727.74,33
"ACC-0000717",2025-02-01,11842.18,60
"ACC-0000717",2025-03-01,10881.88,53
"ACC-0000717",2025-04-01,10112.65,45
"ACC-0000717",2025-05-01,9318.17,44
"ACC-0000717",2025-06-01,8291.22,15
"ACC-0000717",2025-07-01,7517.44,54
"ACC-0000717",2025-08-01,6737.6,38
"ACC-0000717",2025-09-01,5766.94,61
"ACC-0000717",2025-10-01,4985.86,55
"ACC-0000717",2025-11-01,4107.97,31
"ACC-0000717",2025-12-01,3505.27,75
"ACC-0000718",2025-01-01,6238.69,0
"ACC-0000718",2025-02-01,5896.37,0
"ACC-0000718",2025-03-01,5528.54,0
"ACC-0000718",2025-04-01,5170.83,0
"ACC-0000718",2025-05-01,4822.91,0
"ACC-0000718",2025-06-01,4441.32,0
"ACC-0000718",2025-07-01,4080.74,0
"ACC-0000718",2025-08-01,3707.84,0
"ACC-0000718",2025-09-01,3445.1,0
"ACC-0000718",2025-10-01,3157.53,0
"ACC-0000718",2025-11-01,2747.58,0
"ACC-0000718",2025-12-01,2368.04,0
"ACC-0000720",2025-01-01,8287.11,0
"ACC-0000720",2025-02-01,7697.01,0
"ACC-0000720",2025-03-01,7129.74,0
"ACC-0000720",2025-04-01,6752.12,0
"ACC-0000720",2025-05-01,6180.82,0
"ACC-0000720",2025-06-01,5664.06,0
"ACC-0000720",2025-07-01,5079.75,0
"ACC-0000720",2025-08-01,4680.78,0
"ACC-0000720",2025-09-01,4121.6,0
"ACC-0000720",2025-10-01,3515.89,0
"ACC-0000720",2025-11-01,3057.09,0
"ACC-0000720",2025-12-01,2687.19,0
"ACC-0000721",2025-01-01,12580.7,0
"ACC-0000721",2025-02-01,11751.61,0
"ACC-0000721",2025-03-01,11142.5,0
"ACC-0000721",2025-04-01,10246.43,0
"ACC-0000721",2025-05-01,9708.29,0
"ACC-0000721",2025-06-01,8832.52,0
"ACC-0000721",2025-07-01,8229.73,0
"ACC-0000721",2025-08-01,7481.6,0
"ACC-0000721",2025-09-01,6878.59,0
"ACC-0000721",2025-10-01,6094.01,0
"ACC-0000721",2025-11-01,5463.5,0
"ACC-0000721",2025-12-01,4603.85,0
"ACC-0000724",2025-01-01,5430.44,0
"ACC-0000724",2025-02-01,5093.04,0
"ACC-0000724",2025-03-01,4743.56,0
"ACC-0000724",2025-04-01,4338.56,0
"ACC-0000724",2025-05-01,4005.57,0
"ACC-0000724",2025-06-01,3607.44,0
"ACC-0000724",2025-07-01,3363.45,0
"ACC-0000724",2025-08-01,2993.27,0
"ACC-0000724",2025-09-01,2679.41,0
"ACC-0000724",2025-10-01,2391.87,0
"ACC-0000724",2025-11-01,2118.64,0
"ACC-0000724",2025-12-01,1881.74,0
"ACC-0000725",2025-01-01,2956.41,25
"ACC-0000725",2025-02-01,2792.03,25
"ACC-0000725",2025-03-01,2628.59,0
"ACC-0000725",2025-04-01,2469.33,0
"ACC-0000725",2025-05-01,2272.5,26
"ACC-0000725",2025-06-01,2057.46,13
"ACC-0000725",2025-07-01,1850.58,0
"ACC-0000725",2025-08-01,1642.69,0
"ACC-0000725",2025-09-01,1522.18,0
"ACC-0000725",2025-10-01,1321.01,0
"ACC-0000725",2025-11-01,1175.96,0
"ACC-0000725",2025-12-01,1023.52,0
"ACC-0000727",2025-01-01,9764.42,0
"ACC-0000727",2025-02-01,9113.44,0
"ACC-0000727",2025-03-01,8445.69,0
"ACC-0000727",2025-04-01,8024.46,0
"ACC-0000727",2025-05-01,7581.99,0
"ACC-0000727",2025-06-01,7185.83,0
"ACC-0000727",2025-07-01,6686.2,0
"ACC-0000727",2025-08-01,6198.04,0
"ACC-0000727",2025-09-01,5614.76,0
"ACC-0000727",2025-10-01,4980.98,0
"ACC-0000727",2025-11-01,4347.73,0
"ACC-0000727",2025-12-01,3842.87,0
"ACC-0000728",2025-01-01,54924.62,0
"ACC-0000728",2025-02-01,51770.87,0
"ACC-0000728",2025-03-01,49151.35,0
"ACC-0000728",2025-04-01,45302.83,0
"ACC-0000728",2025-05-01,41520.03,0
"ACC-0000728",2025-06-01,39018.5,0
"ACC-0000728",2025-07-01,35582.63,0
"ACC-0000728",2025-08-01,32216.62,0
"ACC-0000728",2025-09-01,28909.5,0
"ACC-0000728",2025-10-01,24838.91,0
"ACC-0000728",2025-11-01,21632,0
"ACC-0000728",2025-12-01,18098.32,0
"ACC-0000729",2025-01-01,7582.32,0
"ACC-0000729",2025-02-01,6983.14,0
"ACC-0000729",2025-03-01,6409.37,0
"ACC-0000729",2025-04-01,5666.96,0
"ACC-0000729",2025-05-01,5177.93,0
"ACC-0000729",2025-06-01,4438.05,0
"ACC-0000729",2025-07-01,3992.95,0
"ACC-0000729",2025-08-01,3431.22,0
"ACC-0000729",2025-09-01,2786.6,0
"ACC-0000729",2025-10-01,2295.55,0
"ACC-0000729",2025-11-01,1675.87,0
"ACC-0000729",2025-12-01,1033.88,0
"ACC-0000730",2025-01-01,31072.89,0
"ACC-0000730",2025-02-01,28768.49,0
"ACC-0000730",2025-03-01,25985.62,0
"ACC-0000730",2025-04-01,23328.84,0
"ACC-0000730",2025-05-01,20345.39,0
"ACC-0000730",2025-06-01,17437.44,0
"ACC-0000730",2025-07-01,15037.28,0
"ACC-0000730",2025-08-01,12218.53,0
"ACC-0000730",2025-09-01,10056.11,0
"ACC-0000730",2025-10-01,7159.03,0
"ACC-0000730",2025-11-01,4255.02,0
"ACC-0000730",2025-12-01,1523.26,0
"ACC-0000732",2025-01-01,39805.15,0
"ACC-0000732",2025-02-01,37460.53,0
"ACC-0000732",2025-03-01,35162.1,0
"ACC-0000732",2025-04-01,33323.13,0
"ACC-0000732",2025-05-01,31008.09,0
"ACC-0000732",2025-06-01,27835.16,0
"ACC-0000732",2025-07-01,25715.3,0
"ACC-0000732",2025-08-01,23048.4,0
"ACC-0000732",2025-09-01,21028.14,0
"ACC-0000732",2025-10-01,18127.63,0
"ACC-0000732",2025-11-01,15835.64,0
"ACC-0000732",2025-12-01,12987.37,0
"ACC-0000733",2025-01-01,6925.99,0
"ACC-0000733",2025-02-01,6422.61,0
"ACC-0000733",2025-03-01,6027.41,43
"ACC-0000733",2025-04-01,5746.54,41
"ACC-0000733",2025-05-01,5345.54,26
"ACC-0000733",2025-06-01,5040.48,50
"ACC-0000733",2025-07-01,4589.81,50
"ACC-0000733",2025-08-01,4116.16,45
"ACC-0000733",2025-09-01,3700.25,19
"ACC-0000733",2025-10-01,3225.99,14
"ACC-0000733",2025-11-01,2820.76,0
"ACC-0000733",2025-12-01,2536.32,0
"ACC-0000734",2025-01-01,13001.57,0
"ACC-0000734",2025-02-01,12135.41,0
"ACC-0000734",2025-03-01,11271.78,0
"ACC-0000734",2025-04-01,10493.63,0
"ACC-0000734",2025-05-01,9730.37,0
"ACC-0000734",2025-06-01,8512.76,0
"ACC-0000734",2025-07-01,7624.15,0
"ACC-0000734",2025-08-01,6393.69,0
"ACC-0000734",2025-09-01,5265.83,0
"ACC-0000734",2025-10-01,4471.59,0
"ACC-0000734",2025-11-01,3250.89,0
"ACC-0000734",2025-12-01,2099.42,0
"ACC-0000735",2025-01-01,21161.49,33
"ACC-0000735",2025-02-01,19563.91,65
"ACC-0000735",2025-03-01,18435.1,42
"ACC-0000735",2025-04-01,17493.74,20
"ACC-0000735",2025-05-01,16326.37,9
"ACC-0000735",2025-06-01,15079.23,0
"ACC-0000735",2025-07-01,13927.35,0
"ACC-0000735",2025-08-01,12583.71,32
"ACC-0000735",2025-09-01,11573.79,31
"ACC-0000735",2025-10-01,10684.22,23
"ACC-0000735",2025-11-01,9200.15,8
"ACC-0000735",2025-12-01,8034.56,24
"ACC-0000736",2025-01-01,22701.23,0
"ACC-0000736",2025-02-01,20937.22,0
"ACC-0000736",2025-03-01,19265.39,0
"ACC-0000736",2025-04-01,17558.2,0
"ACC-0000736",2025-05-01,16092.29,0
"ACC-0000736",2025-06-01,14775.9,0
"ACC-0000736",2025-07-01,13508.39,0
"ACC-0000736",2025-08-01,12213.72,0
"ACC-0000736",2025-09-01,11051.5,0
"ACC-0000736",2025-10-01,9740.56,0
"ACC-0000736",2025-11-01,8097.35,0
"ACC-0000736",2025-12-01,6990.44,0
"ACC-0000737",2025-01-01,23739.54,0
"ACC-0000737",2025-02-01,22170.69,0
"ACC-0000737",2025-03-01,20509.87,0
"ACC-0000737",2025-04-01,19123.21,0
"ACC-0000737",2025-05-01,17475.36,0
"ACC-0000737",2025-06-01,16102.32,0
"ACC-0000737",2025-07-01,14401.47,0
"ACC-0000737",2025-08-01,13006.03,0
"ACC-0000737",2025-09-01,11439.75,0
"ACC-0000737",2025-10-01,10451.66,0
"ACC-0000737",2025-11-01,8842.87,0
"ACC-0000737",2025-12-01,7733.52,0
"ACC-0000738",2025-01-01,30136.05,0
"ACC-0000738",2025-02-01,27776.01,0
"ACC-0000738",2025-03-01,26331.57,0
"ACC-0000738",2025-04-01,24180.56,0
"ACC-0000738",2025-05-01,22530.95,0
"ACC-0000738",2025-06-01,20476.91,0
"ACC-0000738",2025-07-01,18928.06,0
"ACC-0000738",2025-08-01,17157.18,0
"ACC-0000738",2025-09-01,15129.99,0
"ACC-0000738",2025-10-01,13204.16,0
"ACC-0000738",2025-11-01,11805.22,0
"ACC-0000738",2025-12-01,9755.28,0
"ACC-0000739",2025-01-01,50194.29,0
"ACC-0000739",2025-02-01,47550.46,30
"ACC-0000739",2025-03-01,45096.45,54
"ACC-0000739",2025-04-01,43210.83,96
"ACC-0000739",2025-05-01,41126.99,72
"ACC-0000739",2025-06-01,38229.11,97
"ACC-0000739",2025-07-01,35092.53,75
"ACC-0000739",2025-08-01,32022.92,66
"ACC-0000739",2025-09-01,29740.69,61
"ACC-0000739",2025-10-01,27245.79,58
"ACC-0000739",2025-11-01,23970.87,86
"ACC-0000739",2025-12-01,21322.4,117
"ACC-0000741",2025-01-01,35107.83,0
"ACC-0000741",2025-02-01,33418.41,0
"ACC-0000741",2025-03-01,31232.67,0
"ACC-0000741",2025-04-01,29100.72,0
"ACC-0000741",2025-05-01,26983.12,0
"ACC-0000741",2025-06-01,25579.23,0
"ACC-0000741",2025-07-01,23236.02,0
"ACC-0000741",2025-08-01,21253.44,0
"ACC-0000741",2025-09-01,18929.46,0
"ACC-0000741",2025-10-01,17129.15,0
"ACC-0000741",2025-11-01,15068.59,0
"ACC-0000741",2025-12-01,13157.19,0
"ACC-0000745",2025-01-01,26496.3,0
"ACC-0000745",2025-02-01,25170.89,0
"ACC-0000745",2025-03-01,23405.94,0
"ACC-0000745",2025-04-01,21112.19,0
"ACC-0000745",2025-05-01,18843.9,0
"ACC-0000745",2025-06-01,16549.76,0
"ACC-0000745",2025-07-01,14313.32,0
"ACC-0000745",2025-08-01,12007.86,0
"ACC-0000745",2025-09-01,10434.13,0
"ACC-0000745",2025-10-01,8637.88,0
"ACC-0000745",2025-11-01,7235.12,0
"ACC-0000745",2025-12-01,5392.88,0
"ACC-0000748",2025-01-01,24499.11,0
"ACC-0000748",2025-02-01,23114.84,0
"ACC-0000748",2025-03-01,22086.4,0
"ACC-0000748",2025-04-01,21021.75,0
"ACC-0000748",2025-05-01,19424.93,0
"ACC-0000748",2025-06-01,18129.98,0
"ACC-0000748",2025-07-01,16776.33,0
"ACC-0000748",2025-08-01,15368.13,0
"ACC-0000748",2025-09-01,14324.65,0
"ACC-0000748",2025-10-01,13274.82,0
"ACC-0000748",2025-11-01,11851.98,0
"ACC-0000748",2025-12-01,10692.34,0
"ACC-0000750",2025-01-01,55173.37,0
"ACC-0000750",2025-02-01,51252.27,0
"ACC-0000750",2025-03-01,48126.04,0
"ACC-0000750",2025-04-01,44170.73,0
"ACC-0000750",2025-05-01,41330.87,0
"ACC-0000750",2025-06-01,37685.72,0
"ACC-0000750",2025-07-01,34712.73,0
"ACC-0000750",2025-08-01,30874.1,0
"ACC-0000750",2025-09-01,26703.48,0
"ACC-0000750",2025-10-01,22493.46,0
"ACC-0000750",2025-11-01,18773.45,0
"ACC-0000750",2025-12-01,16221.08,0
"ACC-0000751",2025-01-01,12757.34,0
"ACC-0000751",2025-02-01,11771.59,0
"ACC-0000751",2025-03-01,10711.32,0
"ACC-0000751",2025-04-01,9534.08,0
"ACC-0000751",2025-05-01,8602.05,0
"ACC-0000751",2025-06-01,7366.48,0
"ACC-0000751",2025-07-01,6460.28,0
"ACC-0000751",2025-08-01,5398.69,0
"ACC-0000751",2025-09-01,4155.17,0
"ACC-0000751",2025-10-01,3165.71,0
"ACC-0000751",2025-11-01,2269.27,0
"ACC-0000751",2025-12-01,1085.78,0
"ACC-0000753",2025-01-01,7029.88,0
"ACC-0000753",2025-02-01,6671.29,0
"ACC-0000753",2025-03-01,6248.52,0
"ACC-0000753",2025-04-01,5849.63,0
"ACC-0000753",2025-05-01,5448.56,0
"ACC-0000753",2025-06-01,5170.01,0
"ACC-0000753",2025-07-01,4893,0
"ACC-0000753",2025-08-01,4474.04,0
"ACC-0000753",2025-09-01,4181.21,0
"ACC-0000753",2025-10-01,3797.91,0
"ACC-0000753",2025-11-01,3531.48,0
"ACC-0000753",2025-12-01,3173.86,0
"ACC-0000756",2025-01-01,34055.82,0
"ACC-0000756",2025-02-01,32637.7,0
"ACC-0000756",2025-03-01,30480.19,0
"ACC-0000756",2025-04-01,29086.18,0
"ACC-0000756",2025-05-01,27172.63,0
"ACC-0000756",2025-06-01,25133.77,0
"ACC-0000756",2025-07-01,22707.61,0
"ACC-0000756",2025-08-01,20946.47,0
"ACC-0000756",2025-09-01,18640.9,0
"ACC-0000756",2025-10-01,17204.05,0
"ACC-0000756",2025-11-01,15082.99,0
"ACC-0000756",2025-12-01,12814.73,0
"ACC-0000757",2025-01-01,15667.43,0
"ACC-0000757",2025-02-01,14749.27,0
"ACC-0000757",2025-03-01,13887.78,0
"ACC-0000757",2025-04-01,12895.59,0
"ACC-0000757",2025-05-01,11817.44,0
"ACC-0000757",2025-06-01,10602.17,0
"ACC-0000757",2025-07-01,9147.51,0
"ACC-0000757",2025-08-01,8210.26,0
"ACC-0000757",2025-09-01,6719.14,0
"ACC-0000757",2025-10-01,5593.68,0
"ACC-0000757",2025-11-01,4290.22,0
"ACC-0000757",2025-12-01,3330.98,0
"ACC-0000759",2025-01-01,26623.92,0
"ACC-0000759",2025-02-01,24620.95,0
"ACC-0000759",2025-03-01,22806.56,0
"ACC-0000759",2025-04-01,21212.71,0
"ACC-0000759",2025-05-01,19142.22,0
"ACC-0000759",2025-06-01,16799.25,0
"ACC-0000759",2025-07-01,15218.42,0
"ACC-0000759",2025-08-01,13522.73,0
"ACC-0000759",2025-09-01,11575.49,0
"ACC-0000759",2025-10-01,10052.84,0
"ACC-0000759",2025-11-01,7672.72,0
"ACC-0000759",2025-12-01,6108.16,0
"ACC-0000761",2025-01-01,33491.97,0
"ACC-0000761",2025-02-01,31713.2,0
"ACC-0000761",2025-03-01,29553.76,0
"ACC-0000761",2025-04-01,27191.3,0
"ACC-0000761",2025-05-01,25440.73,0
"ACC-0000761",2025-06-01,23833.13,0
"ACC-0000761",2025-07-01,21837.79,0
"ACC-0000761",2025-08-01,19423.79,0
"ACC-0000761",2025-09-01,17534.92,0
"ACC-0000761",2025-10-01,16175.77,0
"ACC-0000761",2025-11-01,14784.11,0
"ACC-0000761",2025-12-01,12424.99,0
"ACC-0000762",2025-01-01,30559.84,0
"ACC-0000762",2025-02-01,29274.52,0
"ACC-0000762",2025-03-01,27536.58,0
"ACC-0000762",2025-04-01,25664.48,0
"ACC-0000762",2025-05-01,24069.52,0
"ACC-0000762",2025-06-01,22287.72,0
"ACC-0000762",2025-07-01,20349.12,0
"ACC-0000762",2025-08-01,18409.16,0
"ACC-0000762",2025-09-01,17124.17,0
"ACC-0000762",2025-10-01,15660.56,0
"ACC-0000762",2025-11-01,14187.21,0
"ACC-0000762",2025-12-01,12625.59,0
"ACC-0000764",2025-01-01,139967.02,0
"ACC-0000764",2025-02-01,128372.18,40
"ACC-0000764",2025-03-01,121119.38,31
"ACC-0000764",2025-04-01,111188.81,4
"ACC-0000764",2025-05-01,104556.55,0
"ACC-0000764",2025-06-01,98057.58,0
"ACC-0000764",2025-07-01,88267.83,0
"ACC-0000764",2025-08-01,81558.42,0
"ACC-0000764",2025-09-01,75115.62,0
"ACC-0000764",2025-10-01,65948.54,0
"ACC-0000764",2025-11-01,58649.58,0
"ACC-0000764",2025-12-01,47775.83,0
"ACC-0000766",2025-01-01,10210.43,0
"ACC-0000766",2025-02-01,9510.86,0
"ACC-0000766",2025-03-01,8846.96,0
"ACC-0000766",2025-04-01,8433.94,0
"ACC-0000766",2025-05-01,7876.52,0
"ACC-0000766",2025-06-01,7361.21,0
"ACC-0000766",2025-07-01,6630.61,0
"ACC-0000766",2025-08-01,6009.47,0
"ACC-0000766",2025-09-01,5432.87,0
"ACC-0000766",2025-10-01,4821.42,0
"ACC-0000766",2025-11-01,4090.76,0
"ACC-0000766",2025-12-01,3410.77,0
"ACC-0000767",2025-01-01,53383.85,29
"ACC-0000767",2025-02-01,49593.04,19
"ACC-0000767",2025-03-01,47131.84,45
"ACC-0000767",2025-04-01,44174.89,24
"ACC-0000767",2025-05-01,39801.65,63
"ACC-0000767",2025-06-01,35874.03,105
"ACC-0000767",2025-07-01,32471.63,100
"ACC-0000767",2025-08-01,28151.79,137
"ACC-0000767",2025-09-01,24580.59,134
"ACC-0000767",2025-10-01,21695.11,131
"ACC-0000767",2025-11-01,19020.63,152
"ACC-0000767",2025-12-01,15682.67,137
"ACC-0000768",2025-01-01,11766.13,0
"ACC-0000768",2025-02-01,11113.94,0
"ACC-0000768",2025-03-01,10567.31,0
"ACC-0000768",2025-04-01,9775.31,0
"ACC-0000768",2025-05-01,9158.56,0
"ACC-0000768",2025-06-01,8398.08,0
"ACC-0000768",2025-07-01,7911.25,0
"ACC-0000768",2025-08-01,7303.6,0
"ACC-0000768",2025-09-01,6577.13,0
"ACC-0000768",2025-10-01,5994.71,0
"ACC-0000768",2025-11-01,5213.4,0
"ACC-0000768",2025-12-01,4443.72,0
"ACC-0000769",2025-01-01,7282.52,0
"ACC-0000769",2025-02-01,6932.61,0
"ACC-0000769",2025-03-01,6508.7,0
"ACC-0000769",2025-04-01,5999.89,0
"ACC-0000769",2025-05-01,5542.6,0
"ACC-0000769",2025-06-01,5018.17,0
"ACC-0000769",2025-07-01,4659.36,0
"ACC-0000769",2025-08-01,4341.29,0
"ACC-0000769",2025-09-01,3962.28,0
"ACC-0000769",2025-10-01,3505.72,0
"ACC-0000769",2025-11-01,3193.55,0
"ACC-0000769",2025-12-01,2701.54,0
"ACC-0000770",2025-01-01,32517.55,0
"ACC-0000770",2025-02-01,30770.17,0
"ACC-0000770",2025-03-01,28649.35,0
"ACC-0000770",2025-04-01,26311.75,0
"ACC-0000770",2025-05-01,24609.98,0
"ACC-0000770",2025-06-01,22376.47,0
"ACC-0000770",2025-07-01,20542.42,0
"ACC-0000770",2025-08-01,18616.34,0
"ACC-0000770",2025-09-01,17208.39,0
"ACC-0000770",2025-10-01,15055.66,0
"ACC-0000770",2025-11-01,13353.75,0
"ACC-0000770",2025-12-01,11696.44,0
"ACC-0000772",2025-01-01,15319.32,0
"ACC-0000772",2025-02-01,14673.47,0
"ACC-0000772",2025-03-01,13964.14,0
"ACC-0000772",2025-04-01,12986.54,0
"ACC-0000772",2025-05-01,12196.62,0
"ACC-0000772",2025-06-01,11416.29,0
"ACC-0000772",2025-07-01,10601.67,0
"ACC-0000772",2025-08-01,9758.35,0
"ACC-0000772",2025-09-01,9109.34,0
"ACC-0000772",2025-10-01,8291.92,0
"ACC-0000772",2025-11-01,7425.46,0
"ACC-0000772",2025-12-01,6795.81,0
"ACC-0000773",2025-01-01,24162.59,0
"ACC-0000773",2025-02-01,23026.22,0
"ACC-0000773",2025-03-01,21777.5,0
"ACC-0000773",2025-04-01,20500.15,0
"ACC-0000773",2025-05-01,19498.22,0
"ACC-0000773",2025-06-01,17833.59,0
"ACC-0000773",2025-07-01,16428.18,0
"ACC-0000773",2025-08-01,14864.12,0
"ACC-0000773",2025-09-01,13243.64,0
"ACC-0000773",2025-10-01,11762.34,0
"ACC-0000773",2025-11-01,10715.47,0
"ACC-0000773",2025-12-01,9246.75,0
