"sensor_id","pm25","co2_ppm","ts"
"SEN-0004",18.369,549.619,2026-01-01 06:30:00.000000Z
"SEN-0004",17.664,532.256,2026-01-01 06:45:00.000000Z
"SEN-0004",13.77,562.221,2026-01-01 07:00:00.000000Z
"SEN-0004",18.172,554.005,2026-01-01 07:15:00.000000Z
"SEN-0004",17.285,566.868,2026-01-01 07:30:00.000000Z
"SEN-0004",19.077,582.427,2026-01-01 07:45:00.000000Z
"SEN-0004",20.102,604.599,2026-01-01 08:00:00.000000Z
"SEN-0004",22.831,570.093,2026-01-01 08:15:00.000000Z
"SEN-0004",22.159,606.08,2026-01-01 08:30:00.000000Z
"SEN-0004",18.917,638.518,2026-01-01 08:45:00.000000Z
"SEN-0004",19.541,651.995,2026-01-01 09:00:00.000000Z
"SEN-0004",23.145,644.419,2026-01-01 09:15:00.000000Z
"SEN-0004",22.144,724.437,2026-01-01 09:30:00.000000Z
"SEN-0004",22.774,688.161,2026-01-01 09:45:00.000000Z
"SEN-0004",21.651,661.824,2026-01-01 10:00:00.000000Z
"SEN-0004",22.158,678.541,2026-01-01 10:15:00.000000Z
"SEN-0004",22.893,759.613,2026-01-01 10:30:00.000000Z
"SEN-0004",22.372,737.576,2026-01-01 10:45:00.000000Z
"SEN-0004",26.643,738.082,2026-01-01 11:00:00.000000Z
"SEN-0004",23.914,714.777,2026-01-01 11:15:00.000000Z
"SEN-0004",24.472,726.687,2026-01-01 11:30:00.000000Z
"SEN-0004",24.61,761.881,2026-01-01 11:45:00.000000Z
"SEN-0004",24.362,751.582,2026-01-01 12:00:00.000000Z
"SEN-0004",26.269,769.148,2026-01-01 12:15:00.000000Z
"SEN-0004",27.075,762.658,2026-01-01 12:30:00.000000Z
"SEN-0004",24.757,766.994,2026-01-01 12:45:00.000000Z
"SEN-0004",23.825,791.373,2026-01-01 13:00:00.000000Z
"SEN-0004",22.458,788.185,2026-01-01 13:15:00.000000Z
"SEN-0004",23.236,771.655,2026-01-01 13:30:00.000000Z
"SEN-0004",27.315,780.486,2026-01-01 13:45:00.000000Z
"SEN-0004",26.644,756.75,2026-01-01 14:00:00.000000Z
"SEN-0004",24.452,784.186,2026-01-01 14:15:00.000000Z
"SEN-0004",25.837,766.058,2026-01-01 14:30:00.000000Z
"SEN-0004",25.108,810.169,2026-01-01 14:45:00.000000Z
"SEN-0004",25.897,784.401,2026-01-01 15:00:00.000000Z
"SEN-0004",21.015,752.92,2026-01-01 15:15:00.000000Z
"SEN-0004",22.116,724.889,2026-01-01 15:30:00.000000Z
"SEN-0004",24.071,775.717,2026-01-01 15:45:00.000000Z
"SEN-0004",24.021,771.468,2026-01-01 16:00:00.000000Z
"SEN-0004",24.879,753.731,2026-01-01 16:15:00.000000Z
"SEN-0004",26.041,752.03,2026-01-01 16:30:00.000000Z
"SEN-0004",26.18,724.917,2026-01-01 16:45:00.000000Z
"SEN-0004",24.41,708.584,2026-01-01 17:00:00.000000Z
"SEN-0004",26.21,718.086,2026-01-01 17:15:00.000000Z
"SEN-0004",25.656,703.277,2026-01-01 17:30:00.000000Z
"SEN-0004",23.755,689.93,2026-01-01 17:45:00.000000Z
"SEN-0004",19.782,687.543,2026-01-01 18:00:00.000000Z
"SEN-0004",23.3,668.228,2026-01-01 18:15:00.000000Z
"SEN-0004",20.688,643.034,2026-01-01 18:30:00.000000Z
"SEN-0004",21.269,652.354,2026-01-01 18:45:00.000000Z
"SEN-0004",19.909,671.45,2026-01-01 19:00:00.000000Z
"SEN-0004",21.244,621.891,2026-01-01 19:15:00.000000Z
"SEN-0004",24.006,614.251,2026-01-01 19:30:00.000000Z
"SEN-0004",22.509,640.779,2026-01-01 19:45:00.000000Z
"SEN-0004",20.769,610.316,2026-01-01 20:00:00.000000Z
"SEN-0004",22.067,566.458,2026-01-01 20:15:00.000000Z
"SEN-0004",21.799,568.832,2026-01-01 20:30:00.000000Z
"SEN-0004",16.183,579.952,2026-01-01 20:45:00.000000Z
"SEN-0004",16.1,536.244,2026-01-01 21:00:00.000000Z
"SEN-0004",16.437,550.63,2026-01-01 21:15:00.000000Z
"SEN-0004",19.513,502.155,2026-01-01 21:30:00.000000Z
"SEN-0004",21.709,523.045,2026-01-01 21:45:00.000000Z
"SEN-0004",16.073,493.1,2026-01-01 22:00:00.000000Z
"SEN-0004",19.761,514.079,2026-01-01 22:15:00.000000Z
"SEN-0004",13.926,488.305,2026-01-01 22:30:00.000000Z
"SEN-0004",14.67,487.378,2026-01-01 22:45:00.000000Z
"SEN-0004",15.972,470.776,2026-01-01 23:00:00.000000Z
"SEN-0004",16.876,471.667,2026-01-01 23:15:00.000000Z
"SEN-0004",15.299,451.868,2026-01-01 23:30:00.000000Z
"SEN-0004",14.737,461.459,2026-01-01 23:45:00.000000Z
"SEN-0005",25.824,495.019,2026-01-01 00:00:00.000000Z
"SEN-0005",28.686,509.194,2026-01-01 00:15:00.000000Z
"SEN-0005",28.215,516.925,2026-01-01 00:30:00.000000Z
"SEN-0005",25.458,486.939,2026-01-01 00:45:00.000000Z
"SEN-0005",25.893,510.607,2026-01-01 01:00:00.000000Z
"SEN-0005",26.429,514.614,2026-01-01 01:15:00.000000Z
"SEN-0005",27.126,508.516,2026-01-01 01:30:00.000000Z
"SEN-0005",21.964,493.88,2026-01-01 01:45:00.000000Z
"SEN-0005",23.642,469.047,2026-01-01 02:00:00.000000Z
"SEN-0005",23.907,492.239,2026-01-01 02:15:00.000000Z
"SEN-0005",24.747,504.997,2026-01-01 02:30:00.000000Z
"SEN-0005",22.199,483.787,2026-01-01 02:45:00.000000Z
"SEN-0005",26.72,515.908,2026-01-01 03:00:00.000000Z
"SEN-0005",21.371,507.24,2026-01-01 03:15:00.000000Z
"SEN-0005",25.611,498.092,2026-01-01 03:30:00.000000Z
"SEN-0005",28.755,497.125,2026-01-01 03:45:00.000000Z
"SEN-0005",28.688,515.497,2026-01-01 04:00:00.000000Z
"SEN-0005",24.267,528.421,2026-01-01 04:15:00.000000Z
"SEN-0005",29.083,525.152,2026-01-01 04:30:00.000000Z
"SEN-0005",22.492,522.33,2026-01-01 04:45:00.000000Z
"SEN-0005",28.616,530.867,2026-01-01 05:00:00.000000Z
"SEN-0005",30.885,568.286,2026-01-01 05:15:00.000000Z
"SEN-0005",28.176,537.535,2026-01-01 05:30:00.000000Z
"SEN-0005",25.504,593.386,2026-01-01 05:45:00.000000Z
"SEN-0005",28.171,569.86,2026-01-01 06:00:00.000000Z
"SEN-0005",29.726,576.646,2026-01-01 06:15:00.000000Z
"SEN-0005",32.477,623.391,2026-01-01 06:30:00.000000Z
"SEN-0005",31.178,608.821,2026-01-01 06:45:00.000000Z
"SEN-0005",34.556,671.594,2026-01-01 07:00:00.000000Z
"SEN-0005",32.424,681.254,2026-01-01 07:15:00.000000Z
"SEN-0005",33.484,678.064,2026-01-01 07:30:00.000000Z
"SEN-0005",34.18,691.888,2026-01-01 07:45:00.000000Z
"SEN-0005",35.372,700.363,2026-01-01 08:00:00.000000Z
"SEN-0005",32.544,710.175,2026-01-01 08:15:00.000000Z
"SEN-0005",37.837,711.408,2026-01-01 08:30:00.000000Z
"SEN-0005",35.497,736.559,2026-01-01 08:45:00.000000Z
"SEN-0005",36.671,750.284,2026-01-01 09:00:00.000000Z
"SEN-0005",37.649,755.167,2026-01-01 09:15:00.000000Z
"SEN-0005",35.888,752.098,2026-01-01 09:30:00.000000Z
"SEN-0005",37.141,763.326,2026-01-01 09:45:00.000000Z
"SEN-0005",38.61,797.129,2026-01-01 10:00:00.000000Z
"SEN-0005",41.013,829.848,2026-01-01 10:15:00.000000Z
"SEN-0005",39.56,788.626,2026-01-01 10:30:00.000000Z
"SEN-0005",41.727,860.75,2026-01-01 10:45:00.000000Z
"SEN-0005",42.989,888.777,2026-01-01 11:00:00.000000Z
"SEN-0005",40.957,911.398,2026-01-01 11:15:00.000000Z
"SEN-0005",43.107,890.158,2026-01-01 11:30:00.000000Z
"SEN-0005",41.149,875.662,2026-01-01 11:45:00.000000Z
"SEN-0005",43.229,884.345,2026-01-01 12:00:00.000000Z
"SEN-0005",46.805,889.775,2026-01-01 12:15:00.000000Z
"SEN-0005",42.087,882.498,2026-01-01 12:30:00.000000Z
"SEN-0005",44.513,897.044,2026-01-01 12:45:00.000000Z
"SEN-0005",45.606,903.026,2026-01-01 13:00:00.000000Z
"SEN-0005",45.505,928.52,2026-01-01 13:15:00.000000Z
"SEN-0005",47.718,907.035,2026-01-01 13:30:00.000000Z
"SEN-0005",47.294,886.92,2026-01-01 13:45:00.000000Z
"SEN-0005",44.377,893.883,2026-01-01 14:00:00.000000Z
"SEN-0005",46.216,872.548,2026-01-01 14:15:00.000000Z
"SEN-0005",45.258,928.173,2026-01-01 14:30:00.000000Z
"SEN-0005",46.779,874.157,2026-01-01 14:45:00.000000Z
"SEN-0005",44.255,936.586,2026-01-01 15:00:00.000000Z
"SEN-0005",45.384,895.139,2026-01-01 15:15:00.000000Z
"SEN-0005",49.872,914.744,2026-01-01 15:30:00.000000Z
"SEN-0005",42.909,878.787,2026-01-01 15:45:00.000000Z
"SEN-0005",46.797,854.949,2026-01-01 16:00:00.000000Z
"SEN-0005",44.213,843.941,2026-01-01 16:15:00.000000Z
"SEN-0005",43.015,863.889,2026-01-01 16:30:00.000000Z
"SEN-0005",42.033,863.786,2026-01-01 16:45:00.000000Z
"SEN-0005",39.703,825.404,2026-01-01 17:00:00.000000Z
"SEN-0005",40.17,840.311,2026-01-01 17:15:00.000000Z
"SEN-0005",42.586,825.147,2026-01-01 17:30:00.000000Z
"SEN-0005",34.793,849.453,2026-01-01 17:45:00.000000Z
"SEN-0005",37.063,807.052,2026-01-01 18:00:00.000000Z
"SEN-0005",36.396,776.844,2026-01-01 18:15:00.000000Z
"SEN-0005",43.07,772.244,2026-01-01 18:30:00.000000Z
"SEN-0005",40.577,767.537,2026-01-01 18:45:00.000000Z
"SEN-0005",38.107,778.483,2026-01-01 19:00:00.000000Z
"SEN-0005",40.605,748.245,2026-01-01 19:15:00.000000Z
"SEN-0005",36.332,745.806,2026-01-01 19:30:00.000000Z
"SEN-0005",35.421,729.397,2026-01-01 19:45:00.000000Z
"SEN-0005",31.441,688.898,2026-01-01 20:00:00.000000Z
"SEN-0005",35.287,693.621,2026-01-01 20:15:00.000000Z
"SEN-0005",30.932,645.573,2026-01-01 20:30:00.000000Z
"SEN-0005",35.163,665.521,2026-01-01 20:45:00.000000Z
"SEN-0005",35.323,602.519,2026-01-01 21:00:00.000000Z
"SEN-0005",29.609,636.748,2026-01-01 21:15:00.000000Z
"SEN-0005",30.678,625.156,2026-01-01 21:30:00.000000Z
"SEN-0005",29.138,617.338,2026-01-01 21:45:00.000000Z
"SEN-0005",27.412,602.03,2026-01-01 22:00:00.000000Z
"SEN-0005",29.817,598.859,2026-01-01 22:15:00.000000Z
"SEN-0005",25.049,572.381,2026-01-01 22:30:00.000000Z
"SEN-0005",27.017,542.015,2026-01-01 22:45:00.000000Z
"SEN-0005",29.282,544.829,2026-01-01 23:00:00.000000Z
"SEN-0005",30.638,549.017,2026-01-01 23:15:00.000000Z
"SEN-0005",26.384,527.708,2026-01-01 23:30:00.000000Z
"SEN-0005",25.257,509.374,2026-01-01 23:45:00.000000Z
"SEN-0006",10.624,512.39,2026-01-01 00:00:00.000000Z
"SEN-0006",5.189,482.97,2026-01-01 00:15:00.000000Z
"SEN-0006",6.311,475.493,2026-01-01 00:30:00.000000Z
"SEN-0006",9.069,481.481,2026-01-01 00:45:00.000000Z
"SEN-0006",6.656,491.224,2026-01-01 01:00:00.000000Z
"SEN-0006",7.873,473.974,2026-01-01 01:15:00.000000Z
"SEN-0006",5.904,497.999,2026-01-01 01:30:00.000000Z
"SEN-0006",7.022,458.324,2026-01-01 01:45:00.000000Z
"SEN-0006",5.947,464.984,2026-01-01 02:00:00.000000Z
"SEN-0006",5.427,458.162,2026-01-01 02:15:00.000000Z
"SEN-0006",10.797,433.004,2026-01-01 02:30:00.000000Z
"SEN-0006",9.617,468.658,2026-01-01 02:45:00.000000Z
"SEN-0006",11.117,482.918,2026-01-01 03:00:00.000000Z
"SEN-0006",7.081,508.5,2026-01-01 03:15:00.000000Z
"SEN-0006",4.852,479.174,2026-01-01 03:30:00.000000Z
"SEN-0006",6.96,464.088,2026-01-01 03:45:00.000000Z
"SEN-0006",11.671,492.153,2026-01-01 04:00:00.000000Z
"SEN-0006",12.555,494.729,2026-01-01 04:15:00.000000Z
"SEN-0006",6.838,496.566,2026-01-01 04:30:00.000000Z
"SEN-0006",6.901,524.649,2026-01-01 04:45:00.000000Z
"SEN-0006",7.329,535.211,2026-01-01 05:00:00.000000Z
"SEN-0006",7.669,524.444,2026-01-01 05:15:00.000000Z
"SEN-0006",10.733,528.486,2026-01-01 05:30:00.000000Z
"SEN-0006",7.922,538.165,2026-01-01 05:45:00.000000Z
"SEN-0006",8.027,604.608,2026-01-01 06:00:00.000000Z
"SEN-0006",8.088,569.25,2026-01-01 06:15:00.000000Z
"SEN-0006",14.093,612.405,2026-01-01 06:30:00.000000Z
"SEN-0006",15.707,606.364,2026-01-01 06:45:00.000000Z
"SEN-0006",8.622,601.048,2026-01-01 07:00:00.000000Z
"SEN-0006",10.697,648.287,2026-01-01 07:15:00.000000Z
"SEN-0006",13.336,604.646,2026-01-01 07:30:00.000000Z
"SEN-0006",10.357,654.926,2026-01-01 07:45:00.000000Z
"SEN-0006",12.755,658.398,2026-01-01 08:00:00.000000Z
"SEN-0006",15.267,679.192,2026-01-01 08:15:00.000000Z
"SEN-0006",14.269,662.107,2026-01-01 08:30:00.000000Z
"SEN-0006",13.918,713.055,2026-01-01 08:45:00.000000Z
"SEN-0006",11.829,704.634,2026-01-01 09:00:00.000000Z
"SEN-0006",11.452,721.357,2026-01-01 09:15:00.000000Z
"SEN-0006",14.97,724.518,2026-01-01 09:30:00.000000Z
"SEN-0006",14.498,751.826,2026-01-01 09:45:00.000000Z
"SEN-0006",15.076,802.864,2026-01-01 10:00:00.000000Z
"SEN-0006",16.924,747.406,2026-01-01 10:15:00.000000Z
"SEN-0006",10.99,780.533,2026-01-01 10:30:00.000000Z
"SEN-0006",14.066,810.49,2026-01-01 10:45:00.000000Z
"SEN-0006",12.965,807.531,2026-01-01 11:00:00.000000Z
"SEN-0006",11.902,801.749,2026-01-01 11:15:00.000000Z
"SEN-0006",16.843,784.59,2026-01-01 11:30:00.000000Z
"SEN-0006",16.466,838.944,2026-01-01 11:45:00.000000Z
"SEN-0006",19.41,824.17,2026-01-01 12:00:00.000000Z
"SEN-0006",16.18,842.551,2026-01-01 12:15:00.000000Z
"SEN-0006",17.249,825.639,2026-01-01 12:30:00.000000Z
"SEN-0006",14.96,848.473,2026-01-01 12:45:00.000000Z
"SEN-0006",13.74,862.556,2026-01-01 13:00:00.000000Z
"SEN-0006",14.3,870.265,2026-01-01 13:15:00.000000Z
"SEN-0006",18.239,845.978,2026-01-01 13:30:00.000000Z
"SEN-0006",16.253,856.818,2026-01-01 13:45:00.000000Z
"SEN-0006",13.278,896.361,2026-01-01 14:00:00.000000Z
"SEN-0006",14.299,869.234,2026-01-01 14:15:00.000000Z
"SEN-0006",14.721,844.664,2026-01-01 14:30:00.000000Z
"SEN-0006",14.04,837.859,2026-01-01 14:45:00.000000Z
"SEN-0006",18.375,870.129,2026-01-01 15:00:00.000000Z
"SEN-0006",15.864,868.398,2026-01-01 15:15:00.000000Z
"SEN-0006",12.618,842.564,2026-01-01 15:30:00.000000Z
"SEN-0006",13.922,839.075,2026-01-01 15:45:00.000000Z
"SEN-0006",16.883,823.375,2026-01-01 16:00:00.000000Z
"SEN-0006",14.651,849.304,2026-01-01 16:15:00.000000Z
"SEN-0006",15.693,840.25,2026-01-01 16:30:00.000000Z
"SEN-0006",17.039,818.206,2026-01-01 16:45:00.000000Z
"SEN-0006",14.388,770.19,2026-01-01 17:00:00.000000Z
"SEN-0006",17.835,813.449,2026-01-01 17:15:00.000000Z
"SEN-0006",11.891,817.05,2026-01-01 17:30:00.000000Z
"SEN-0006",14.599,805.911,2026-01-01 17:45:00.000000Z
"SEN-0006",12.968,766.945,2026-01-01 18:00:00.000000Z
"SEN-0006",13.656,702.618,2026-01-01 18:15:00.000000Z
"SEN-0006",12.659,765.429,2026-01-01 18:30:00.000000Z
"SEN-0006",11.689,763.469,2026-01-01 18:45:00.000000Z
"SEN-0006",12.393,708.308,2026-01-01 19:00:00.000000Z
"SEN-0006",16.962,716.365,2026-01-01 19:15:00.000000Z
"SEN-0006",12.601,706.207,2026-01-01 19:30:00.000000Z
"SEN-0006",13.198,694.077,2026-01-01 19:45:00.000000Z
"SEN-0006",13.32,639.136,2026-01-01 20:00:00.000000Z
"SEN-0006",11.554,657.136,2026-01-01 20:15:00.000000Z
"SEN-0006",15.417,672.127,2026-01-01 20:30:00.000000Z
"SEN-0006",9.89,625.302,2026-01-01 20:45:00.000000Z
"SEN-0006",9.963,600.403,2026-01-01 21:00:00.000000Z
"SEN-0006",7.933,583.019,2026-01-01 21:15:00.000000Z
"SEN-0006",11.689,582.67,2026-01-01 21:30:00.000000Z
"SEN-0006",9.775,547.748,2026-01-01 21:45:00.000000Z
"SEN-0006",6.006,544.324,2026-01-01 22:00:00.000000Z
"SEN-0006",10.203,544.586,2026-01-01 22:15:00.000000Z
"SEN-0006",11.281,565.946,2026-01-01 22:30:00.000000Z
"SEN-0006",9.134,537.868,2026-01-01 22:45:00.000000Z
"SEN-0006",12.858,524.723,2026-01-01 23:00:00.000000Z
"SEN-0006",5.473,512.437,2026-01-01 23:15:00.000000Z
"SEN-0006",8.098,478.655,2026-01-01 23:30:00.000000Z
"SEN-0006",5.497,499.332,2026-01-01 23:45:00.000000Z
"SEN-0007",24.335,541.82,2026-01-01 00:00:00.000000Z
"SEN-0007",24.772,458.991,2026-01-01 00:15:00.000000Z
"SEN-0007",22.718,472.419,2026-01-01 00:30:00.000000Z
"SEN-0007",22.667,473.191,2026-01-01 00:45:00.000000Z
"SEN-0007",23.736,484.012,2026-01-01 01:00:00.000000Z
"SEN-0007",24.086,467.601,2026-01-01 01:15:00.000000Z
"SEN-0007",24.67,473.401,2026-01-01 01:30:00.000000Z
"SEN-0007",16.682,476.907,2026-01-01 01:45:00.000000Z
"SEN-0007",25.066,443.924,2026-01-01 02:00:00.000000Z
"SEN-0007",21.415,493.042,2026-01-01 02:15:00.000000Z
"SEN-0007",22.843,475.888,2026-01-01 02:30:00.000000Z
"SEN-0007",22.941,482.259,2026-01-01 02:45:00.000000Z
"SEN-0007",23.099,443.529,2026-01-01 03:00:00.000000Z
"SEN-0007",22.397,459.075,2026-01-01 03:15:00.000000Z
"SEN-0007",21.526,498.184,2026-01-01 03:30:00.000000Z
"SEN-0007",23.132,506.036,2026-01-01 03:45:00.000000Z
"SEN-0007",20.042,503.744,2026-01-01 04:00:00.000000Z
"SEN-0007",23.39,500.497,2026-01-01 04:15:00.000000Z
"SEN-0007",26.616,499.576,2026-01-01 04:30:00.000000Z
"SEN-0007",24.178,490.627,2026-01-01 04:45:00.000000Z
"SEN-0007",22.294,548.803,2026-01-01 05:00:00.000000Z
"SEN-0007",27.225,554.998,2026-01-01 05:15:00.000000Z
"SEN-0007",27.845,526.663,2026-01-01 05:30:00.000000Z
"SEN-0007",26.151,551.848,2026-01-01 05:45:00.000000Z
"SEN-0007",25.813,565.665,2026-01-01 06:00:00.000000Z
"SEN-0007",26.994,554.724,2026-01-01 06:15:00.000000Z
"SEN-0007",29.915,554.568,2026-01-01 06:30:00.000000Z
"SEN-0007",30.293,618.082,2026-01-01 06:45:00.000000Z
"SEN-0007",28.591,597.446,2026-01-01 07:00:00.000000Z
"SEN-0007",28.155,600.331,2026-01-01 07:15:00.000000Z
"SEN-0007",32.702,645.991,2026-01-01 07:30:00.000000Z
"SEN-0007",28.885,689.805,2026-01-01 07:45:00.000000Z
"SEN-0007",32.118,635.994,2026-01-01 08:00:00.000000Z
"SEN-0007",34.846,685.293,2026-01-01 08:15:00.000000Z
"SEN-0007",32.998,675.321,2026-01-01 08:30:00.000000Z
"SEN-0007",33.37,686.24,2026-01-01 08:45:00.000000Z
"SEN-0007",35.86,715.461,2026-01-01 09:00:00.000000Z
"SEN-0007",36.816,751.948,2026-01-01 09:15:00.000000Z
"SEN-0007",33.824,746.924,2026-01-01 09:30:00.000000Z
"SEN-0007",37.081,784.916,2026-01-01 09:45:00.000000Z
"SEN-0007",37.613,752.749,2026-01-01 10:00:00.000000Z
"SEN-0007",35.934,763.158,2026-01-01 10:15:00.000000Z
"SEN-0007",36.488,788.605,2026-01-01 10:30:00.000000Z
"SEN-0007",37.273,814.533,2026-01-01 10:45:00.000000Z
"SEN-0007",43.948,805.144,2026-01-01 11:00:00.000000Z
"SEN-0007",37.593,821.395,2026-01-01 11:15:00.000000Z
"SEN-0007",40.053,820.863,2026-01-01 11:30:00.000000Z
"SEN-0007",43.076,815.153,2026-01-01 11:45:00.000000Z
"SEN-0007",39.742,843.037,2026-01-01 12:00:00.000000Z
"SEN-0007",40.989,835.109,2026-01-01 12:15:00.000000Z
"SEN-0007",40.982,847.204,2026-01-01 12:30:00.000000Z
"SEN-0007",39.786,851.144,2026-01-01 12:45:00.000000Z
"SEN-0007",40.682,860.021,2026-01-01 13:00:00.000000Z
"SEN-0007",38.641,845.176,2026-01-01 13:15:00.000000Z
"SEN-0007",41.706,863.899,2026-01-01 13:30:00.000000Z
"SEN-0007",38.514,878.005,2026-01-01 13:45:00.000000Z
"SEN-0007",41.591,845.157,2026-01-01 14:00:00.000000Z
"SEN-0007",41.526,849.97,2026-01-01 14:15:00.000000Z
"SEN-0007",42.076,838.873,2026-01-01 14:30:00.000000Z
"SEN-0007",46.561,854.607,2026-01-01 14:45:00.000000Z
"SEN-0007",43.64,818.033,2026-01-01 15:00:00.000000Z
"SEN-0007",40.283,822.324,2026-01-01 15:15:00.000000Z
"SEN-0007",42.436,798.345,2026-01-01 15:30:00.000000Z
"SEN-0007",38.121,839.062,2026-01-01 15:45:00.000000Z
"SEN-0007",41.402,829.117,2026-01-01 16:00:00.000000Z
"SEN-0007",38.751,838.848,2026-01-01 16:15:00.000000Z
"SEN-0007",39.719,832.545,2026-01-01 16:30:00.000000Z
"SEN-0007",39.603,797.159,2026-01-01 16:45:00.000000Z
"SEN-0007",39.138,801.857,2026-01-01 17:00:00.000000Z
"SEN-0007",39.186,771.868,2026-01-01 17:15:00.000000Z
"SEN-0007",39.146,785.07,2026-01-01 17:30:00.000000Z
"SEN-0007",37.77,770.207,2026-01-01 17:45:00.000000Z
"SEN-0007",36.41,774.106,2026-01-01 18:00:00.000000Z
"SEN-0007",36.099,741.817,2026-01-01 18:15:00.000000Z
"SEN-0007",39.11,718.513,2026-01-01 18:30:00.000000Z
"SEN-0007",35.466,721.994,2026-01-01 18:45:00.000000Z
"SEN-0007",34.138,707.929,2026-01-01 19:00:00.000000Z
"SEN-0007",34.736,683.853,2026-01-01 19:15:00.000000Z
"SEN-0007",33.422,679.368,2026-01-01 19:30:00.000000Z
"SEN-0007",34.939,677.013,2026-01-01 19:45:00.000000Z
"SEN-0007",31.124,691.033,2026-01-01 20:00:00.000000Z
"SEN-0007",31.077,687.589,2026-01-01 20:15:00.000000Z
"SEN-0007",31.544,627.276,2026-01-01 20:30:00.000000Z
"SEN-0007",31.138,652.699,2026-01-01 20:45:00.000000Z
"SEN-0007",31.153,614.334,2026-01-01 21:00:00.000000Z
"SEN-0007",32.187,608.354,2026-01-01 21:15:00.000000Z
"SEN-0007",27.963,598.026,2026-01-01 21:30:00.000000Z
"SEN-0007",30.651,548.231,2026-01-01 21:45:00.000000Z
"SEN-0007",25.435,541.872,2026-01-01 22:00:00.000000Z
"SEN-0007",24.565,530.614,2026-01-01 22:15:00.000000Z
"SEN-0007",27.119,532.621,2026-01-01 22:30:00.000000Z
"SEN-0007",21.981,533.841,2026-01-01 22:45:00.000000Z
"SEN-0007",27.464,531.68,2026-01-01 23:00:00.000000Z
"SEN-0007",25.047,520.48,2026-01-01 23:15:00.000000Z
"SEN-0007",22.33,489.213,2026-01-01 23:30:00.000000Z
"SEN-0007",27.62,500.343,2026-01-01 23:45:00.000000Z
"SEN-0008",0.775,495.36,2026-01-01 00:00:00.000000Z
"SEN-0008",1.001,500.39,2026-01-01 00:15:00.000000Z
"SEN-0008",6.346,476.797,2026-01-01 00:30:00.000000Z
"SEN-0008",4.976,470.72,2026-01-01 00:45:00.000000Z
"SEN-0008",4.069,498.475,2026-01-01 01:00:00.000000Z
"SEN-0008",2.577,491.411,2026-01-01 01:15:00.000000Z
"SEN-0008",2.936,457.894,2026-01-01 01:30:00.000000Z
"SEN-0008",8.746,486.268,2026-01-01 01:45:00.000000Z
"SEN-0008",5.139,441.735,2026-01-01 02:00:00.000000Z
"SEN-0008",5.419,439.483,2026-01-01 02:15:00.000000Z
"SEN-0008",3.038,473.777,2026-01-01 02:30:00.000000Z
"SEN-0008",4.406,492.741,2026-01-01 02:45:00.000000Z
"SEN-0008",3.453,459.596,2026-01-01 03:00:00.000000Z
"SEN-0008",0,465.249,2026-01-01 03:15:00.000000Z
"SEN-0008",1.702,469.776,2026-01-01 03:30:00.000000Z
"SEN-0008",7.09,489.838,2026-01-01 03:45:00.000000Z
"SEN-0008",5.772,491.746,2026-01-01 04:00:00.000000Z
"SEN-0008",7.613,494.76,2026-01-01 04:15:00.000000Z
"SEN-0008",4.073,498.161,2026-01-01 04:30:00.000000Z
"SEN-0008",5.722,488.824,2026-01-01 04:45:00.000000Z
"SEN-0008",5.711,539.378,2026-01-01 05:00:00.000000Z
"SEN-0008",4.444,549.483,2026-01-01 05:15:00.000000Z
"SEN-0008",3.934,546.432,2026-01-01 05:30:00.000000Z
"SEN-0008",4.859,549.007,2026-01-01 05:45:00.000000Z
"SEN-0008",7.105,557.887,2026-01-01 06:00:00.000000Z
"SEN-0008",4.912,567.836,2026-01-01 06:15:00.000000Z
"SEN-0008",7.309,583.506,2026-01-01 06:30:00.000000Z
"SEN-0008",2.059,601.671,2026-01-01 06:45:00.000000Z
"SEN-0008",6.215,593.207,2026-01-01 07:00:00.000000Z
"SEN-0008",6.444,594.675,2026-01-01 07:15:00.000000Z
"SEN-0008",3.197,654.12,2026-01-01 07:30:00.000000Z
"SEN-0008",5.846,665.629,2026-01-01 07:45:00.000000Z
"SEN-0008",5.354,642.045,2026-01-01 08:00:00.000000Z
"SEN-0008",3.804,686.729,2026-01-01 08:15:00.000000Z
"SEN-0008",7.642,674.988,2026-01-01 08:30:00.000000Z
"SEN-0008",9.069,705.086,2026-01-01 08:45:00.000000Z
"SEN-0008",3.71,714.35,2026-01-01 09:00:00.000000Z
"SEN-0008",6.058,725.892,2026-01-01 09:15:00.000000Z
"SEN-0008",6.747,723.466,2026-01-01 09:30:00.000000Z
"SEN-0008",4.589,773.876,2026-01-01 09:45:00.000000Z
"SEN-0008",4.473,766.869,2026-01-01 10:00:00.000000Z
"SEN-0008",6.248,795.98,2026-01-01 10:15:00.000000Z
"SEN-0008",6.767,796.315,2026-01-01 10:30:00.000000Z
"SEN-0008",8.679,811.067,2026-01-01 10:45:00.000000Z
"SEN-0008",8.06,770.732,2026-01-01 11:00:00.000000Z
"SEN-0008",7.978,806.904,2026-01-01 11:15:00.000000Z
"SEN-0008",9.333,848.716,2026-01-01 11:30:00.000000Z
"SEN-0008",9.5,823.225,2026-01-01 11:45:00.000000Z
"SEN-0008",5.664,822.762,2026-01-01 12:00:00.000000Z
"SEN-0008",7.982,876.945,2026-01-01 12:15:00.000000Z
"SEN-0008",8.755,823.962,2026-01-01 12:30:00.000000Z
"SEN-0008",10.986,892.467,2026-01-01 12:45:00.000000Z
"SEN-0008",4.865,860.423,2026-01-01 13:00:00.000000Z
